Image Location,Analysis Region,Analysis Inputs,Object Id,XMin,XMax,YMin,YMax,Opal 520 Copies,Opal 520 Area (µm²),Opal 520 Classification,Opal 520 Cell Intensity,Opal 520 Avg Intensity,Opal 570 Copies,Opal 570 Area (µm²),Opal 570 Classification,Opal 570 Cell Intensity,Opal 570 Avg Intensity,Opal 620 Copies,Opal 620 Area (µm²),Opal 620 Classification,Opal 620 Cell Intensity,Opal 620 Avg Intensity,Opal 690 Copies,Opal 690 Area (µm²),Opal 690 Classification,Opal 690 Cell Intensity,Opal 690 Avg Intensity,Cell Area (µm²),Cytoplasm Area (µm²),Nucleus Area (µm²),Nucleus Perimeter (µm),Nucleus Roundness
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,14768,5035,5056,4060,4082,5,2.213721,2,0.427856,0.193275,3,1.475814,1,0.488182,0.330788,1,0.245969,1,0.040727,0.165579,27,13.52829,4,9.891433,0.731166,75.26649,29.02434,46.24216,30.25311,0.676532
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,14769,5022,5037,4057,4073,1,0.737907,1,0.105399,0.142835,2,1.721783,1,0.557805,0.323969,25,13.03635,4,3.916642,0.30044,25,13.52829,4,9.408878,0.695496,46.7341,30.25418,16.47992,18.35024,0.65682
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,14771,5057,5080,4063,4089,1,0.245969,1,0.042939,0.174571,88,30.74612,4,19.06907,0.620211,1,0.245969,1,0.047422,0.192797,63,26.31868,4,23.34663,0.887075,106.5046,78.95603,27.54852,27.77334,0.498225
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,14779,5000,5021,4075,4103,1,0.245969,1,0.03928,0.159695,79,30.99209,4,17.09525,0.5516,1,0.983876,1,0.202932,0.206257,40,23.61302,4,14.86434,0.629498,111.4239,66.41161,45.01232,34.71668,0.600986
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,14795,4982,4998,4103,4126,3,2.213721,1,0.384561,0.173717,121,38.37115,4,26.27742,0.684822,1,0.491938,1,0.104739,0.212912,93,32.95984,4,34.06645,1.033575,78.4641,52.14542,26.31868,22.81382,0.662296
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,14843,8072,8096,1806,1825,2,1.721783,1,0.245654,0.142674,16,9.838758,4,3.252758,0.330607,36,11.56054,4,5.683437,0.491624,112,24.5969,4,40.92176,1.663696,86.08913,53.62123,32.4679,23.80572,0.772697
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,14850,8073,8093,1824,1847,1,0.245969,1,0.033601,0.136605,68,26.31868,4,14.78523,0.541533,1,0.245969,1,0.043524,0.17695,87,27.54852,4,31.51655,1.144038,85.84316,39.84697,45.99619,30.25311,0.717659
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,14876,8066,8086,1847,1866,1,0.245969,1,0.036056,0.146588,4,2.705658,2,0.71108,0.262812,3,1.721783,1,0.366225,0.212701,67,23.61302,4,24.50618,1.037825,83.38347,53.12929,30.25418,23.80572,0.822421
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,14882,8154,8173,1862,1878,2,0.983876,1,0.220634,0.22425,6,3.689534,2,1.222683,0.331392,1,0.245969,1,0.041264,0.167762,117,28.04046,4,42.35366,1.510448,64.44386,29.2703,35.17356,23.80572,0.857371
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,14952,8053,8075,1966,1977,4,1.229845,2,0.461448,0.375208,1,0.245969,1,0.119368,0.485296,74,18.93961,4,12.06963,0.637269,1,0.491938,1,0.250487,0.509183,57.31076,31.23806,26.07271,22.31787,0.780529
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,14973,8202,8229,1996,2027,2,0.983876,1,0.209771,0.213209,12,4.67341,3,2.478981,0.530444,1,0.491938,1,0.130976,0.266245,68,28.04046,4,24.80394,0.884577,148.8112,96.66579,52.14542,36.70049,0.622884
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,14979,8253,8273,2010,2033,2,0.983876,1,0.156157,0.158716,7,5.657286,2,1.650097,0.291677,10,5.657286,3,1.428793,0.252558,4,2.213721,2,1.526168,0.689413,83.1375,52.88332,30.25418,24.79763,0.669343
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,15053,7224,7245,2739,2758,1,0.245969,1,0.041204,0.167519,83,17.46379,4,18.01826,1.031749,1,0.245969,1,0.050775,0.206428,64,23.85899,4,23.43587,0.982266,79.44797,59.27851,20.16945,17.85429,0.815977
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,15146,6412,6439,3366,3390,7,2.951627,2,0.810706,0.274664,85,32.95984,4,18.14805,0.550611,5,3.197596,2,0.777363,0.243108,32,11.31457,4,11.47486,1.014166,124.9522,80.18587,44.76635,29.75715,0.771329
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,15151,6306,6334,3368,3391,14,6.149224,3,1.904386,0.309695,26,14.2662,4,5.250535,0.36804,3,1.721783,1,0.352649,0.204816,80,28.5324,4,29.80447,1.044584,115.1135,57.8027,57.31076,36.20454,0.683841
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,15164,6150,6172,3377,3402,9,3.935503,2,1.176152,0.298857,34,17.21783,4,6.989511,0.405946,1,0.245969,1,0.048627,0.197697,2,1.475814,1,0.615939,0.417356,102.815,56.32689,46.48813,30.74906,0.74359
